,name,equation_type,sector,definition,description,standard_equation_eviews_equation,standard_equation_python_equation,standard_equation_rhs_eq_var,exogenous_projection,standard_equation_coeff_cf_name,standard_equation_coeff_cf_value,kfcalc,stochastic_type,standard_equation_coeff_t_stat,standard_equation_estimation_statistics_adjusted_r_squared,standard_equation_estimation_statistics_date,standard_equation_estimation_statistics_durbin_watson,standard_equation_estimation_statistics_method,standard_equation_estimation_statistics_r_squared,standard_equation_estimation_statistics_sample_end,standard_equation_estimation_statistics_sample_start,standard_equation_estimation_statistics_se_of_regression,standard_equation_estimation_statistics_F_statistic,standard_equation_estimation_statistics_prob_F_statistic,standard_equation_estimation_statistics_estimation_date,standard_equation_coeff_distributed_lag_group,standard_equation_estimation_statistics,mce_equation_mce_group,mce_equation_mce_description,mce_equation_eviews_equation,mce_equation_python_equation,mce_equation_coeff_cf_name,mce_equation_coeff_cf_value,mce_equation_rhs_eq_var
223,rffmin,Exogenous,,Minimum nominal funds rate (set at 0 to impose zero lower bound),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
224,rffrule,Behavioral,Financial Sector,Federal funds rate,"The RFFRULE equation combines the seven basic options for setting
the federal funds rate in a form that yields the outcome for the funds
rate under the chosen option.  The funds rate is exogenous in nominal
terms when DMPEX is one and the other policy switches are zero.  The
funds rate is exogenous in real terms when DMPRR is one.  Other
settings select one of the policy reaction functions.
","rffrule - rffrule_aerr =  dmpex * rfffix
                       + dmprr  * (rrfix +  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4 )
                       + dmptay * rfftay
                       + dmptlr * rfftlr
                       + dmpintay * rffintay
                       + dmpalt * rffalt
","rffrule - rffrule_aerr =  dmpex * rfffix
                       + dmprr  * (rrfix +  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4 )
                       + dmptay * rfftay
                       + dmptlr * rfftlr
                       + dmpintay * rffintay
                       + dmpalt * rffalt
","['dmpalt', 'dmpex', 'dmpgen', 'dmpintay', 'dmprr', 'dmptay', 'dmptlr', 'picxfe', 'rffalt', 'rfffix', 'rffgen', 'rffintay', 'rfftay', 'rfftlr', 'rrfix']",,,,,,,,,,,,,,,,,,,,,,,,,,
225,rfftay,Behavioral,Financial Sector,Value of eff. federal funds rate given by the Taylor rule with output gap,"RFFTAY is a version of the Taylor Rule.  According to the
equation, the nominal funds rate equals the sum of
the equilibrium real funds rate as perceived by policymakers (RSTAR)
and a four-quarter moving average of actual inflation.  This value
is then adjusted in response to deviations of actual inflation from
the target rate of inflation (PITARG) and deviations of the level of
output from potential (XGAP2).

","rfftay - rfftay_aerr = rstar
                     +  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4
                     + y_rfftay(1) * ( ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4 -pitarg)
                     + y_rfftay(2) * xgap2
","rfftay - rfftay_aerr = rstar
                     +  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4
                     + y_rfftay_1 * ( ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4 -pitarg)
                     + y_rfftay_2 * xgap2
","['picxfe', 'pitarg', 'rstar', 'xgap2']",,"['y_rfftay(1)', 'y_rfftay(2)']","['0.5', '1.0']",,,,,,,,,,,,,,,,,,,,,,,
226,rfftlr,Behavioral,Financial Sector,Value of eff. federal funds rate given by the Taylor rule with unemployment gap,"RFFTLR is a version of the Taylor Rule.  According to the equation,
the nominal funds rate equals the sum of the equilibrium real funds
rate as perceived by policymakers (RSTAR) and a four-quarter moving
average of actual inflation.  This value is then adjusted in response
to deviations of actual inflation from the target rate of inflation
(PITARG) and deviations of the unemployment rate from the natural rate
of unemployment.

","rfftlr - rfftlr_aerr = rstar
                       + y_rfftlr(1) * pitarg
                       + y_rfftlr(2) * ( ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3)) )
                       + y_rfftlr(3) * (lurnat + deuc * leuc - lur)
","rfftlr - rfftlr_aerr = rstar
                       + y_rfftlr_1 * pitarg
                       + y_rfftlr_2 * ( ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3)) )
                       + y_rfftlr_3 * (lurnat + deuc * leuc - lur)
","['deuc', 'leuc', 'lur', 'lurnat', 'picxfe', 'pitarg', 'rstar']",,"['y_rfftlr(1)', 'y_rfftlr(2)', 'y_rfftlr(3)']","['-0.5', '.375', '1.1']",,,,,,,,,,,,,,,,,,,,,,,
227,rfnict,Exogenous,,Residual in FNICN equation,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
228,rfrs10,Exogenous,,Real foreign short-term interest rate,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
229,rfynic,Behavioral,Foreign Trade,Average yield earned on gross claims of US residents on the rest of the world,"
","d(rfynic)  - rfynic_aerr =
           y_rfynic(1)
          + y_rfynic(2) * (rfynic(-1) - rfynil(-1))
          + y_rfynic(3) * d(rfynic(-1))
          + y_rfynic(4) * d(rfynil)","(rfynic - (rfynic(-1)))  - rfynic_aerr =
           y_rfynic_1
          + y_rfynic_2 * (rfynic(-1) - rfynil(-1))
          + y_rfynic_3 * (rfynic(-1) - (rfynic(-2)))
          + y_rfynic_4 * (rfynil - (rfynil(-1)))","['rfynic', 'rfynil']",,"['y_rfynic(1)', 'y_rfynic(2)', 'y_rfynic(3)', 'y_rfynic(4)']","['0.2442546132781247', '-0.1404162075757351', '0.1444243609858357', '0.6315036756054792']",1,FN,"['3.92192750493124', '-4.065136495979325', '2.380103805914031', '9.344833568209976']",0.3769474234411996,08/30/18   Time: 10:00 ,2.26121080955441,Least Squares (Gauss-Newton / Marquardt steps),0.3867335895651598,2017Q4,1970Q1,0.2867100186020708,39.518396138636,7.534505776906502e-20,,,,,,,,,,
230,rfynil,Behavioral,Foreign Trade,Average yield earned on liabilities of US residents on the rest of the world,"The average yield on U.S. liabilities to the rest of the world is
modeled in an error correction format.  In the long run, this yield is
a function of the rates of return on a range of domestic assets.
Short-run movements in these rates of return have additional effects
on the average yield on U.S. liabilities.
","d(rfynil)  - rfynil_aerr =
           y_rfynil(1)
          + y_rfynil(2) * rfynil(-1)
          + y_rfynil(3) * rg10(-1)
          + y_rfynil(4) * rtb(-1)
          + y_rfynil(5) * reqp(-1)
          + y_rfynil(6) * d(rfynil(-1))
          + y_rfynil(7) * d(rg10)
          + y_rfynil(8) * d(rtb)
          + y_rfynil(9) * d(reqp)","(rfynil - (rfynil(-1)))  - rfynil_aerr =
           y_rfynil_1
          + y_rfynil_2 * rfynil(-1)
          + y_rfynil_3 * rg10(-1)
          + y_rfynil_4 * rtb(-1)
          + y_rfynil_5 * reqp(-1)
          + y_rfynil_6 * (rfynil(-1) - (rfynil(-2)))
          + y_rfynil_7 * (rg10 - (rg10(-1)))
          + y_rfynil_8 * (rtb - (rtb(-1)))
          + y_rfynil_9 * (reqp - (reqp(-1)))","['reqp', 'rfynil', 'rg10', 'rtb']",,"['y_rfynil(1)', 'y_rfynil(2)', 'y_rfynil(3)', 'y_rfynil(4)', 'y_rfynil(5)', 'y_rfynil(6)', 'y_rfynil(7)', 'y_rfynil(8)', 'y_rfynil(9)']","['0.1769720233111774', '-0.2484056734487245', '0.08033864767698434', '0.09023943103709648', '0.04450523477009356', '0.1328188190918866', '0.08760339070734239', '0.2614346003836546', '0.0179349568621618']",1,FN,"['2.373640925450795', '-6.373954472203009', '3.83936899334617', '4.915529887555425', '3.980479199442374', '2.645335004909808', '1.837455383056476', '9.81222000297911', '0.7533961092312401']",0.591411396434282,08/30/18   Time: 10:00 ,2.311962491449172,Least Squares (Gauss-Newton / Marquardt steps),0.6085250552223749,2017Q4,1970Q1,0.2091249856063969,35.55785836081795,1.692675416073763e-33,,,,,,,,,,
231,rg10,Identity,Financial Sector,10-year Treasury bond rate,,rg10 - rg10_aerr = zrff10 + rg10p ,rg10 - rg10_aerr = zrff10 + rg10p ,"['rg10p', 'zrff10']",,,,,,,,,,,,,,,,,,,,,,,,,,
232,rg10p,Behavioral,Financial Sector,"10-year Treasury bond rate, term premium"," The term premium on 10-year Treasury bonds consists of a constant
(which shifts upward over 1980-1995), a serially correlated
residual, and a counter-cyclical term that depends on a weighted
average of expected future output gaps.

","rg10p  - rg10p_aerr =
            y_rg10p(1)
          + y_rg10p(2) * zgap10
          + y_rg10p(3) * d8095
          + y_rg10p(4) * (rg10p(-1)
          - y_rg10p(1)
          - y_rg10p(2)*zgap10(-1)
          - y_rg10p(3)*d8095(-1))","rg10p  - rg10p_aerr =
            y_rg10p_1
          + y_rg10p_2 * zgap10
          + y_rg10p_3 * d8095
          + y_rg10p_4 * (rg10p(-1)
          - y_rg10p_1
          - y_rg10p_2*zgap10(-1)
          - y_rg10p_3*d8095(-1))","['d8095', 'rg10p', 'zgap10']",,"['y_rg10p(1)', 'y_rg10p(2)', 'y_rg10p(3)', 'y_rg10p(4)']","['1.050750815840056', '-0.4606588068717281', '0.2287218644237361', '0.9201040880647524']",1,FN,"['2.152669419357577', '-3.400500835521426', '0.5092760860325648', '26.94171034524088']",0.8890156399111166,08/30/18   Time: 10:01 ,1.695993654354336,ARMA Maximum Likelihood (BFGS),0.8919556229598288,2017Q4,1980Q1,0.4226677509723388,303.3880155705486,6.208183719833546e-70,,,,,,,,,,
233,rg30,Identity,Financial Sector,30-year Treasury bond rate,,rg30 - rg30_aerr = zrff30 + rg30p ,rg30 - rg30_aerr = zrff30 + rg30p ,"['rg30p', 'zrff30']",,,,,,,,,,,,,,,,,,,,,,,,,,
234,rg30p,Behavioral,Financial Sector,"30-year Treasury bond rate, term premium"," The term premium on 30-year Treasury bonds consists of a constant
(which shifts upward over 1980-1995), a serially correlated
residual, and a counter-cyclical term that depends on a weighted
average of expected future output gaps.
","rg30p  - rg30p_aerr =
            y_rg30p(1)
          + y_rg30p(2) * zgap30
          + y_rg30p(3) * d8095
          + y_rg30p(4) * (rg30p(-1)
          - y_rg30p(1)
          - y_rg30p(2)*zgap30(-1)
          - y_rg30p(3)*d8095(-1))","rg30p  - rg30p_aerr =
            y_rg30p_1
          + y_rg30p_2 * zgap30
          + y_rg30p_3 * d8095
          + y_rg30p_4 * (rg30p(-1)
          - y_rg30p_1
          - y_rg30p_2*zgap30(-1)
          - y_rg30p_3*d8095(-1))","['d8095', 'rg30p', 'zgap30']",,"['y_rg30p(1)', 'y_rg30p(2)', 'y_rg30p(3)', 'y_rg30p(4)']","['1.420673758140307', '-0.6248294677066961', '0.1349942505218234', '0.9381086057081572']",1,FN,"['2.335036684607532', '-2.468414793434361', '0.2632143742816308', '33.83245598844158']",0.9028367070595346,08/30/18   Time: 10:02 ,1.64445106001514,ARMA Maximum Likelihood (BFGS),0.9054105691241828,2017Q4,1980Q1,0.3931690006447321,351.7712085507486,3.581314241399316e-74,,,,,,,,,,
235,rg5,Identity,Financial Sector,5-year Treasury note rate,,rg5 - rg5_aerr = zrff5 + rg5p ,rg5 - rg5_aerr = zrff5 + rg5p ,"['rg5p', 'zrff5']",,,,,,,,,,,,,,,,,,,,,,,,,,
236,rg5p,Behavioral,Financial Sector,5-year Treasury note rate. term premium," The term premium on 5-year Treasury bonds consists of a constant,
a serially correlated residual, and a counter-cyclical term that
depends on a weighted average of expected future output gaps.
","rg5p  - rg5p_aerr =
            y_rg5p(1)
          + y_rg5p(2) * zgap05
          + y_rg5p(3) * (rg5p(-1)
          - y_rg5p(1)
          - y_rg5p(2)*zgap05(-1))","rg5p  - rg5p_aerr =
            y_rg5p_1
          + y_rg5p_2 * zgap05
          + y_rg5p_3 * (rg5p(-1)
          - y_rg5p_1
          - y_rg5p_2*zgap05(-1))","['rg5p', 'zgap05']",,"['y_rg5p(1)', 'y_rg5p(2)', 'y_rg5p(3)']","['0.6912438755770502', '-0.3495644809998469', '0.9022132931202672']",1,FN,"['1.682452444736806', '-4.504844838736181', '25.86686275296578']",0.8604110462407684,08/30/18   Time: 10:02 ,1.874996386806262,ARMA Maximum Likelihood (BFGS),0.863184336712806,2017Q4,1980Q1,0.4745642666474429,311.2491624718159,1.076025431947807e-63,,,,,,,,,,
237,rgfint,Behavioral,Financial Sector,Average rate of interest on existing federal debt,"The average rate of interest on federal government debt (RGFINT) is
measured historically as the ratio of net interest paid to the lagged
stock of debt outstanding.  In this equation, RGFINT adjusts toward
the weighted average rate of interest on new government debt (RGW),
with the speed of adjustment depending positively on the rate of
growth of debt.
","rgfint  - rgfint_aerr =
          (y_rgfint(1)*rgfint(-1)+.14*rgw(-1))*gfdbtn(-2)/gfdbtn(-1) + rgw(-1)*(1-gfdbtn(-2)/gfdbtn(-1))
          + y_rgfint(2)","rgfint  - rgfint_aerr =
          (y_rgfint_1*rgfint(-1)+.14*rgw(-1))*gfdbtn(-2)/gfdbtn(-1) + rgw(-1)*(1-gfdbtn(-2)/gfdbtn(-1))
          + y_rgfint_2","['gfdbtn', 'rgfint', 'rgw']",,"['y_rgfint(1)', 'y_rgfint(2)']","['0.86', '0.003726285406154968']",1,GV,22.44160516364979,0.9934255382392978,08/30/18   Time: 10:01 ,1.455157760153021,Least Squares (Gauss-Newton / Marquardt steps),0.9934255382392978,2017Q4,1965Q1,0.002417631629984398,,,,,,,,,,,,
238,rgw,Identity,Financial Sector,Approximate average rate of interest on new federal debt,"The weighted average of the four current treasury yields, with
the weights based on the Treasury's average issue patterns over some
appropriate period.

","rgw - rgw_aerr = y_rgw(1) * rtb
               + y_rgw(2) * rg5
               + y_rgw(3) * rg10
               + y_rgw(4) * rg30
","rgw - rgw_aerr = y_rgw_1 * rtb
               + y_rgw_2 * rg5
               + y_rgw_3 * rg10
               + y_rgw_4 * rg30
","['rg10', 'rg30', 'rg5', 'rtb']",,"['y_rgw(1)', 'y_rgw(2)', 'y_rgw(3)', 'y_rgw(4)']","['.00495', '.00271', '.00129', '.00105']",,,,,,,,,,,,,,,,,,,,,,,
239,rme,Behavioral,Financial Sector,Interest rate on conventional mortgages,,"d(rme,0,1)  - rme_aerr =
           y_rme(1)
          + y_rme(2) * d(rg10,0,1)
          + y_rme(3) *  d87 * d(rg10,0,1)
          + y_rme(4) *  (rg10(-1)-rme(-1))
          + y_rme(5) * d87 * (rg10(-1)-rme(-1))","(rme - rme(-1))  - rme_aerr =
          y_rme_1
          + y_rme_2 * (rg10 - rg10(-1))
          + y_rme_3 *  d87 * (rg10 - rg10(-1))
          + y_rme_4 *  (rg10(-1)-rme(-1))
          + y_rme_5 * d87 * (rg10(-1)-rme(-1))","['d87', 'rg10', 'rme']",,"['y_rme(1)', 'y_rme(2)', 'y_rme(3)', 'y_rme(4)', 'y_rme(5)']","['0.515870426113512', '0.6286405556840244', '0.2555601487902845', '0.2889775740676342', '0.05071546489585005']",1,FN,"['6.777066007810314', '12.52077892458438', '3.072413312754793', '6.935995894871971', '2.094828435559376']",0.6519194838559236,08/30/18   Time: 10:01 ,1.767884936076667,Least Squares (Gauss-Newton / Marquardt steps),0.6585181666264275,2017Q4,1965Q1,0.270168967291638,99.79539697983526,3.494466503908938e-47,,,,,,,,,,
240,rrff,Identity,Financial Sector,Real federal funds rate,"The real federal funds rate (RRFF) is defined as the nominal
effective funds rate (RFF) minus a 4-quarter moving average of
core consumer price inflation (PICXFE).
",rrff - rrff_aerr = rff -  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4  ,rrff - rrff_aerr = rff -  ( picxfe +  picxfe(-1) +  picxfe(-2) +  picxfe(-3))  / 4  ,"['picxfe', 'rff']",,,,,,,,,,,,,,,,,,,,,,,,,,
241,rrfix,Exogenous,,"Real federal funds rate given by fixed, pre-determined real funds rate path",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
242,rrtr,Behavioral,Expectations,Expected long-run real federal funds rate,"The expected long-run value of the real federal funds rate (RRTR)
is assumed each quarter to close 3 percent of the gap between the
current ex post real funds rate and last quarter's estimate of RRTR.
","rrtr - rrtr_aerr = y_rrtr(1) * rrtr(-1)
                 + y_rrtr(2) * rrff
","rrtr - rrtr_aerr = y_rrtr_1 * rrtr(-1)
                 + y_rrtr_2 * rrff
","['rrff', 'rrtr']",,"['y_rrtr(1)', 'y_rrtr(2)']","['.97', '.03']",,,,,,,,,,,,,,,,,,,,,,,
243,rspnia,Identity,Nominal Income,Personal saving rate,,rspnia - rspnia_aerr =  100 * yhsn / ydn ,rspnia - rspnia_aerr =  100 * yhsn / ydn ,"['ydn', 'yhsn']",,,,,,,,,,,,,,,,,,,,,,,,,,
244,rstar,Behavioral,Financial Sector,Equilibrium real federal funds rate (for monetary policy reaction functions),"The estimate of the equilibrium real federal funds rate
used in the monetary policy rules is updated each period by
5 percent of the gap between the ex post real short rate and
the prior estimate, if the switch DRSTAR is set to 1.
","rstar - rstar_aerr = rstar(-1)
                   + y_rstar(1) * ((rrff-rstar(-1))*drstar)
","rstar - rstar_aerr = rstar(-1)
                   + y_rstar_1 * ((rrff-rstar(-1))*drstar)
","['drstar', 'rrff', 'rstar']",,y_rstar(1),.05,,,,,,,,,,,,,,,,,,,,,,,
245,rtb,Identity,Financial Sector,3-month Treasury bill rate,,"rtb  - rtb_aerr =
           y_rtb(1)
          + y_rtb(2) *  rtb(-1)
          + y_rtb(3) *  rtb(-2)
          + y_rtb(4) *  rff
          + y_rtb(5) *  rff(-1)","rtb  - rtb_aerr =
           y_rtb_1
          + y_rtb_2 *  rtb(-1)
          + y_rtb_3 *  rtb(-2)
          + y_rtb_4 *  rff
          + y_rtb_5 *  rff(-1)","['rff', 'rtb']",,"['y_rtb(1)', 'y_rtb(2)', 'y_rtb(3)', 'y_rtb(4)', 'y_rtb(5)']","['-0.05102548358978556', '0.7997187921520415', '0.1113735515796583', '0.7701225626671688', '-0.6812149063988686']",,,"['-1.948655553084059', '17.83865494990525', '3.800861828827981', '31.83234870999721']",0.9917604865346919,08/30/18   Time: 10:01 ,2.213612725588249,Least Squares (Gauss-Newton / Marquardt steps),0.9918776360152412,2017Q4,1965Q1,0.2956466849509188,8466.769390385325,4.653216024700701e-217,,,,,,,,,,
246,rtbfi,Identity,Business Expenditures,User cost of capital for business investment,"The annualized rental cost, relative to the price of output, of
a unit of equipment has three components: the relative
purchase price of new investment (PKBFIR*PXP/PXB); the depreciation
rate (JRBFI) plus the real financing rate (RBFI) less the trend growth
rate of the relative price of investment (HGPBFIR); and tax adjustments
for depreciation and the marginal corporate tax rate.
","rtbfi - rtbfi_aerr = (.01*rbfi + jrbfi - .01*hgpbfir)
                   * ((1-.01*tritc-trfcim*(1-tapddp*.01*tritc)*tdpv)/(1-trfcim))
                   * (pkbfir*pxp/pxb)
","rtbfi - rtbfi_aerr = (.01*rbfi + jrbfi - .01*hgpbfir)
                   * ((1-.01*tritc-trfcim*(1-tapddp*.01*tritc)*tdpv)/(1-trfcim))
                   * (pkbfir*pxp/pxb)
","['hgpbfir', 'jrbfi', 'pkbfir', 'pxb', 'pxp', 'rbfi', 'tapddp', 'tdpv', 'trfcim', 'tritc']",,,,,,,,,,,,,,,,,,,,,,,,,,
247,rtinv,Identity,Business Expenditures,User cost of capital for inventories,"The annualized rental cost, relative to the price of output, of a
unit of inventory capital is equal to the relative purchase price of new
investment (PKIR*PXP/PXB) multiplied by the after-tax financial rate
(RPD) minus the trend growth rate of the relative price of inventories
(HGPKIR).

","rtinv - rtinv_aerr = (.01*rbfi - .01*hgpkir)
                   * ( ( pxp*pkir +  pxp(-1)*pkir(-1)) /2)/pxb
      ","rtinv - rtinv_aerr = (.01*rbfi - .01*hgpkir)
                   * ( ( pxp*pkir +  pxp(-1)*pkir(-1)) /2)/pxb
      ","['hgpkir', 'pkir', 'pxb', 'pxp', 'rbfi']",,,,,,,,,,,,,,,,,,,,,,,,,,
248,rtr,Identity,Expectations,Expected federal funds rate in the long run (Blue Chip)," Historical values of RTR since 1984q3 are based on data from the
Blue Chip Survey.  Prior to that, RTR = PTR + 2.0.
",rtr - rtr_aerr = rrtr + ptr ,rtr - rtr_aerr = rrtr + ptr ,"['ptr', 'rrtr']",,,,,,,,,,,,,,,,,,,,,,,,,,
249,t47,Exogenous,,"Time trend, begins in 1947q1 (0 before)",,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
250,tapddp,Exogenous,,Proportion of investment tax credit deducted from depr. base,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
251,tcin,Identity,Government,"Government corporate income tax accruals, current $",,"tcin - tcin_aerr = trci * ynicpn
	 ","tcin - tcin_aerr = trci * ynicpn
	 ","['trci', 'ynicpn']",,,,,NO,,,,,,,,,,,,,,,,,,,,,
252,tdpv,Exogenous,,"Present value of depreciation allowances, BFI",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
253,tpn,Identity,Government,"Government personal income tax and non-tax receipts, current $",,"tpn - tpn_aerr = trp * (ypn - gtn)
	 ","tpn - tpn_aerr = trp * (ypn - gtn)
	 ","['gtn', 'trp', 'ypn']",,,,,NO,,,,,,,,,,,,,,,,,,,,,
254,trci,Behavioral,Government,Average government corporate income tax rate,,"trci  - trci_aerr = trcit + y_trci(2)*xgap2
            + y_trci(1)*(trci(-1)-trcit(-1) - y_trci(2)*xgap2(-1))
      ","trci  - trci_aerr = trcit + y_trci_2*xgap2
            + y_trci_1*(trci(-1)-trcit(-1) - y_trci_2*xgap2(-1))
      ","['trci', 'trcit', 'xgap2']",,"['y_trci(1)', 'y_trci(2)']","['0.810247648208', '0.00706626139452']",,GV,"['19.24857', '5.260813']",0.956523,03/09/21   Time: 11:11,1.953357,Least Squares (Gauss-Newton / Marquardt steps),0.956741,2019Q4,1970Q1,0.013799,,,,,,,,,,,,
255,trcit,Exogenous,,"Government corporate income tax rate, trend",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
256,trfcim,Exogenous,,Marginal federal corporate income tax rate,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
257,trfpm,Exogenous,,Marginal federal personal income tax rate (at twice median family income),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
258,tritc,Exogenous,,Investment tax credit for business investment,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
259,trp,Behavioral,Government,Average government tax rate for personal income tax and non-tax receipts,,"trp  - trp_aerr =
           y_trp(1) * trpt
          + y_trp(2) *  (trp(-1)-trpt(-1))
          + y_trp(3) *  (trp(-2)-trpt(-2))
          + y_trp(4) * xgap2","trp  - trp_aerr = y_trp_1 * trpt
          + y_trp_2 *  (trp(-1)-trpt(-1))
          + y_trp_3 *  (trp(-2)-trpt(-2))
          + y_trp_4 * xgap2","['trp', 'trpt', 'xgap2']",,"['y_trp(1)', 'y_trp(2)', 'y_trp(3)', 'y_trp(4)']","['1', '0.603942358608', '0.236576213581', '0.000630587773923']",,GV,"['8.766441', '3.543782', '3.978659']",0.788808,03/09/21   Time: 11:11,1.933843,Least Squares (Gauss-Newton / Marquardt steps),0.790930,2019Q4,1970Q1,0.004835,,,,,,,,,,,,
260,trpt,Behavioral,Government,"Average government tax rate for personal income tax, trend",,"trpt - trpt_aerr = dfpex * trptx
                  + dfpdbt * ( trpt(-1)
                  + y_trpt(1) * (gfdbtnp(-1)/xgdpn(-1) - gfdrt(-1))
                  + y_trpt(2) * d( gfdbtnp(-1)/xgdpn(-1) - gfdrt(-1), 0, 1 ) )
                  + dfpsrp * ( trpt(-1)
                  + y_trpt(3) * ((gfsrpn(-1)/xgdpn(-1))
                               - (gfsrt(-1)+0.0075*xgap2(-1))))
	 ","trpt - trpt_aerr = dfpex * trptx
                  + dfpdbt * ( trpt(-1)
                  + y_trpt_1 * (gfdbtnp(-1)/xgdpn(-1) - gfdrt(-1))
                  + y_trpt_2 * ( gfdbtnp(-1)/xgdpn(-1) - gfdrt(-1) - ( gfdbtnp(-2)/xgdpn(-2) - gfdrt(-2))) )
                  + dfpsrp * ( trpt(-1)
                  + y_trpt_3 * ((gfsrpn(-1)/xgdpn(-1))
                               - (gfsrt(-1)+0.0075*xgap2(-1))))
	 ","['dfpdbt', 'dfpex', 'dfpsrp', 'gfdbtnp', 'gfdrt', 'gfsrpn', 'gfsrt', 'trpt', 'trptx', 'xgap2', 'xgdpn']",,"['y_trpt(1)', 'y_trpt(2)', 'y_trpt(3)']","['0.05', '0.5', '-0.1']",,NO,,,,,,,,,,,,,,,,,,,,,
261,trptx,Exogenous,,"Average tax rate for personal income tax, trend, policy setting",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
262,trspp,Exogenous,,Marginal S&L tax rate on personal property,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
263,tryh,Identity,Government,Average tax rate on household income,"The average tax rate on household income is constructed as the
ratio of personal income taxes (TPN) to the sum of labor
income (YNLN) and taxable property income (YHPTN).  Transfer
income is assumed not to be taxed.
",tryh - tryh_aerr = (tpn)/(yhln+yhptn) ,tryh - tryh_aerr = (tpn)/(yhln+yhptn) ,"['tpn', 'yhln', 'yhptn']",,,,,,,,,,,,,,,,,,,,,,,,,,
264,uemot,Exogenous,,Trend in ratio of EMON to XGDEN,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
265,ufcbr,Exogenous,,Multiplicative factor in FCBRN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
266,ufnir,Exogenous,,Multiplicative factor in FNIRN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
267,uftcin,Exogenous,,Multiplicative factor in FTCIN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
268,ugfdbt,Exogenous,,Multiplicative factor in GFDBTN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
269,upcpi,Exogenous,,Multiplicative factor in PCPI identity,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
270,upcpix,Exogenous,,Multiplicative factor in PCPIX identity,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
271,upgfl,Exogenous,,Multiplicative factor in PGFL identity,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
272,upgsl,Exogenous,,Multiplicative factor in PGSL identity,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
273,upkbfir,Exogenous,,Multiplicative factor in PKBFIR identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
274,upmp,Exogenous,,Multiplicative factor in PMP identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
275,upxb,Exogenous,,Multiplicative factor in PXB   identity,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
276,uqpct,Behavioral,Wages and Prices,Stochastic component of trend ratio of PCNIA to PXP,,log(uqpct) - uqpct_aerr = y_uqpct(1) + log(uqpct(-1)) + huqpct ,log(uqpct) - uqpct_aerr = y_uqpct_1 + log(uqpct(-1)) + huqpct ,"['huqpct', 'uqpct']",,y_uqpct(1),0.0,,,,,,,,,-,1962Q1,,,,August 2010,,,,,,,,,
277,uvbfi,Exogenous,,Multiplicative factor in VBFI identity,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
278,uxbt,Behavioral,Aggregate Output Identities,Stochastic component of trend ratio of XGDPT to XBT," The trend component of potential GDP is a random walk with drift.
The drift component (HUXB) follows an AR(1) process.
",log(uxbt) - uxbt_aerr = y_uxbt(1) + log(uxbt(-1)) + .0025*huxb ,log(uxbt) - uxbt_aerr = y_uxbt_1 + log(uxbt(-1)) + .0025*huxb ,"['huxb', 'uxbt']",,y_uxbt(1),0.0,,,,,,,,,,,,,,,,,,,,,,,
279,uyd,Exogenous,,Multiplicative factor in YDN identity,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
280,uyhibn,Exogenous,,Multiplicative factor (Consumer interest payments to business),?,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
